v_products_model,v_products_type,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_date_avail,v_specials_expires_date,v_products_price,v_products_price_uom,v_products_weight,v_product_is_call,v_products_sort_order,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_always_free_shipping,v_date_avail,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
"0030-00000006-001","1","/cspine/wedge.jpg","C-Spine Stabilizer Head Wedge","","","","","","4.35","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","C-Spine","--none--","0","0","0","0","0","0","","",""
"0030-00000007-001","1","/cspine/ked.jpg","KED","Kendrick Extrication Device. <i>Restricted to run number or incident statement prior to delivery. </I><b>IEMS Restricted List</b>","","","","","95.76","EA","0","1","0","1","1","0","0","","2012-07-30 11:06:00","0","","C-Spine","--none--","0","0","0","0","0","0","","",""
"0030-00000008-001","1","no_picture.gif","Backboard returned to Agency","","","","","","0","EA","0","0","0","0","0","0","0","","2013-03-26 09:34:00","0","","C-Spine","--none--","0","0","0","0","0","0","","",""
"0030-00000004-002","1","cspine/Adt Collar.jpg","C-Collar, Adult Adjustable","<i>Sold by the each, head wedge not included. 30 each per case.</i>","","","","","6.09","EA","0","0","0","1","1","0","0","","2014-12-04 13:37:00","100","","C-Spine","--none--","1","0","0","0","0","0","","",""
"0030-00000005-002","1","cspine/Peds Collar.jpg","C-Collar, Pediatric Adjustable","<i>Sold by the each, head wedge not included. 30 each per case.</i>","","","","","6.09","EA","0","0","0","1","1","0","0","","2014-12-04 13:38:00","100","","C-Spine","--none--","1","0","0","0","0","0","","",""
"0030-00000009-001","1","no_picture.gif","Cervical Collar bag","Requires a statement form.  Please turn in old one, if not lost.","","","","","19.2","EA","0","0","0","1","1","0","0","","2014-09-24 07:13:00","0","","C-Spine","--none--","0","0","0","0","0","0","","",""
"0030-00000010-001","1","","Pedi-Mate, Ferno","","","","","","264","EA","0","0","0","1","1","0","0","","2018-08-03 10:49:46","0","","C-Spine","--none--","0","0","0","0","0","0","","",""
"0045-00000001-001","1","/ecg/zollbattery.jpg","Battery, Lead-acid for Zoll M / E","Lead-acid battery for the Zoll M and E Series Cardiac monitors.  <i>Failed batteries should be reported using the normal IEMS failed equipment procedures - contact Logistics for information.</i>","","","","","52.25","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000002-001","1","/ecg/zollvleads.jpg","Cable, V Lead for Zoll M/E Series","V-lead cable for Zoll M and E Series cardiac monitoring equipment. <b>IEMS Restricted List - </b><i>Issues involving this cable must be reported to Logistics through your District Lieutenant or Operations. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000004-001","1","/ecg/zoll12leads.jpg","Cable, 12 Lead for Zoll M/E Series","12-lead trunk cable for Zoll M and E Series cardiac monitoring equipment.  Also known as a four lead cable, trunk cable, squid, main cable. <b>IEMS Restricted List - </b><i>Issues involving this cable must be reported to Logistics through your District Lieutenant or Operations.  <i>","","","","","266.15","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000005-001","1","/ecg/zollmfc.jpg","Cable for Multifunction Pads  Zoll M / E series","Multifunction/therapy cable for Zoll M and E Series cardiac monitoring equipment.  <i>Damages to this cable must be reported to Logistics; do not attempt to service or detach the cable from the unit. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000006-001","1","no_picture.gif","Conductive Gel for De-Fib Paddle Use","<i>Sold by the each, limit 14. </i>","","","","","1.35","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000007-001","1","/ecg/adultelectrodes.jpg","Electrodes 3 Lead Use, Adult","ECG electrodes, 30 to a pack.  Ordered quantity is by the pack. <i>Sold by the pack, 20 packs per case. </i>","","","","","5.1","PAC","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000008-001","1","RedDotPedsElectrodes.jpg","Electrodes 3 Lead Use, Pedi","Pediatric ""Red Dot"" electrodes, 3 to a pack.  Ordering quantity is by the pack. <i>Sold by the pack. </i>","","","","","1.46","PAC","0","0","0","1","1","0","0","","2012-07-30 11:06:00","40","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000009-001","1","ecg/MedStormLPAdt.jpg","Pad, Multifunction (Adult) Medtronic / LP","<i>Sold by the each, 10 per box. </i> <a href = ""http:www.boundtree.com/data/default/productattachments/Medstorm-Electrode-Compatibility-Chart.pdf"">Medstorm Compatibility Chart</a>","","","","","23.87","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","34","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000010-001","1","MedStormPhilipsAdt.jpg","Pad, Multifunction (Adult) Philips","<i>Sold by the each, 10 per box. </i> <a href = ""http:www.boundtree.com/data/default/productattachments/Medstorm-Electrode-Compatibility-Chart.pdf"">Medstorm Compatibility Chart</a>","","","","","21.51","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000011-001","1","ecg/ZollAdtMF.jpg","Pad, Multifunction (Adult) Zoll","Multifunction pad for the Zoll M and E series cardiac monitor. <i>Sold by the each. </i>","","","","","21.51","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","29","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000012-001","1","ecg/MedStormLPPeds.jpg","Pad, Multifunction (Infant) Medtronic / LP","<i>Sold by the each, 10 per box. </i> <a href = ""http:www.boundtree.com/data/default/productattachments/Medstorm-Electrode-Compatibility-Chart.pdf"">Medstorm Compatibility Chart</a>","","","","","23.87","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","11","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000013-001","1","ecg/MedStormPhilipsPeds.jpg","Pad, Multifunction (Infant) Philips","<i>Sold by the each, 10 per box. </i> <a href = ""http:www.boundtree.com/data/default/productattachments/Medstorm-Electrode-Compatibility-Chart.pdf"">Medstorm Compatibility Chart</a>","","","","","22.2","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000014-002","1","ecg/ZollPedsMF.jpg","Pad, Multifunction (Infant) Zoll","Pediatric multifunction pad for the Zoll M, E, and X series cardiac monitors. <b>    <a href = ""http:www.boundtree.com/data/default/productattachments/Medstorm-Electrode-Compatibility-Chart.pdf"">Medstorm Compatibility Chart</a>","","","","","19.55","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","10","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000015-001","1","/ecg/zollpaper.jpg","Paper, ECG Recorder for Zoll M / E","ECG recorder paper for the Zoll M and E series cardiac monitors.  <i>Sold by the pack, limit 6. Quantities of 20 will be shipped as one case.</i>","","","","","3.47","PAC","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000016-001","1","/ecg/physiopaper.jpg","Paper, ECG Recorder Medtronic / LP 12 / 15","<b><i>Order in multiples of 5, 5 rolls per pack </i></b>","","","","","3.02","RL","0","0","0","1","5","0","0","","2012-07-30 11:06:00","27","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000017-001","1","/ecg/philipspaper.jpg","Paper, ECG Recorder Philips Mrx","<b><i>Order in multiples of 5, 5 rolls per pack </i></b>","","","","","2.04","RL","0","0","0","1","5","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000018-001","1","/ecg/razor.jpg","Razor, Skin Prep.","<i>Sold by the each. </i>","","","","","0.52","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","479","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000019-001","1","no_picture.gif","Zoll Adult SPO2 sensor, durable","<i>Sold by the each, limit 14. </i>","","","","","220","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000020-001","1","/ecg/capnofilter.jpg","SmartCapnoLine with Cannula Adult (Philips, Zoll X, LP15)","<i>Sold by the each. </i>","","","","","10.84","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000021-001","1","/ecg/zollcapno.jpg","Capnography adaptor for ETT - Zoll E Series, M Series, M CCT","Clear capnography adaptor for ETT - Zoll devices.  Clear plastic device designed to snap between ET tube and BVM. <i>Sold by the each, limit 3. </i>","","","","","8.8","EA","0","0","0","1","1","0","2","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000022-001","1","/ecg/philipsfilter.jpg","Filter Line Set Adt/Ped with adapter (Phillips, LP15, Zoll X)","<i>Sold by the each. </i>  Phillips Capnography","","","","","10.63","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000023-001","1","/ecg/benzoin.jpg","Compound Benzoin Tincture USP SEPP","Tincture of benzoin used to adhere electrodes to patients and assist with electrode conductivity and placement. <i>Sold by the each. </i>","","","","","0.66","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","50","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000003-001","1","no_picture.gif","Cable, 3 Lead for Zoll M/E Series","3-lead Cable for Zoll M and E Series cardiac monitoring equipment.  This cable does not have twelve-lead capability and is generally gray with a circular pin plug for the monitor. <b>IEMS Restricted List</b>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 14:02:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000024-001","1","no_picture.gif","Pad, Multifunction (Adult) Zoll, CPR stat-padz","","","","","","64.85","","0","0","0","1","1","0","0","","2013-07-12 13:19:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000025-001","1","ecg/ZollXpaper.jpg","Paper, ECG Recorder for Zoll X","<b><i>Must order in multiples of 4, 4 rolls per pack </i></b>","","","","","3","RL","0","0","0","1","4","0","0","","2013-08-12 09:32:00","20","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000027-001","1","no_picture.gif","LifeBand single use for X Series","Sold by the each.  3 each/box","","","","","141.41","","0","1","0","1","1","0","0","","2013-08-28 12:31:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000033-001","1","Philips Heartstart Smart Pads 2.jpg","Philips Heartstart Smart Pads II","Sold by the each. This is a non stock item, requires one to two weeks to receive.","","","","","43","EA","0","0","0","1","1","0","0","","2014-07-14 08:23:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000037-001","1","no_picture.gif","Heartstart FR2 Adult/Child Defib Pads","REF M3713A, sold by the each.","","","","","28.02","EA","0","0","0","1","1","0","0","","2014-11-20 09:24:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000032-001","1","ecg/QCPR pad.jpg","QCPR Compression Adhesive Pads (pack)","Sold by the Pack, 10 each/pack","","","","","40.98","PAC","0","0","0","1","1","0","0","","2014-04-01 12:57:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000007-002","1","ecg/VermedElectrodesAdult5pk.jpg","Electrodes, Monitoring Adult - 5 each / pack","<b>Sold by the pack, 5 electrodes per pack. <i>120 packs/case.</I></B>","","","","","0.85","PAC","0","0","0","1","1","0","0","","2015-05-12 12:28:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000039-001","1","ecg/InfChildAEDLP.jpg","Peds reduced energy defib pads LP1000","Peds reduced energy defib pads LP1000 for AED ONLY .. these are special order item","","","","","102.94","EA","0","0","0","1","1","0","0","","2015-09-08 11:16:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000040-001","1","ecg/LP1000AEDadt.jpg","Electrodes Adt redi pakpreconnect LP1000","Electrodes Adt redi pakpreconnect LP1000 for AED ONLY.  Special order item.","","","","","35.26","EA","0","0","0","1","1","0","0","","2015-09-08 11:17:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000034-002","1","ecg/FR2-M3863A-FR2_Batt_LiMn02-L-2.jpg","Philips FR2 AED Battery - Discontinued","Special order, allow two weeks for delivery.","","","","","220.95","EA","0","0","0","1","1","0","0","","2015-09-25 12:35:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000044-001","1","ecg/capnofilterpeds.jpg","SmartCapnoLine with Cannula Pediatric (Philips, Zoll X, LP15)","Sold by the each, no max,","","","","","11.33","EA","0","0","0","1","1","0","0","","2016-06-23 15:47:25","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000026-001","1","","Automated External Defibrillator","","","","","","0","EA","0","0","0","1","1","0","0","","2016-12-02 12:39:16","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000047-901","1","","Philips MRx Monitor Defibrillator","Monthly Service Charge on a Philips MRx Monitor Defibrillator.","","","","","583.34","EA","0","0","0","1","1","0","0","","2017-04-20 09:58:57","2","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000051-001","1","","Philips Cable 10 Lead ECG Trunk AAMI/IEC 2m","","","","","","191.62","EA","0","0","0","1","1","0","0","","2018-04-18 13:49:37","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000052-001","1","","Philips 5-Lead Shielded Limb Snap","","","","","","92.04","EA","0","0","0","1","1","0","0","","2018-04-18 13:50:20","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000053-001","1","","Philips 5-Lead Shielded Chest Snap","","","","","","100.1","BTL","0","0","0","1","1","0","0","","2018-04-18 14:00:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000049-001","1","ecg/Philips Heartstart Smart Pads 3.jpg","Philips Heartstart Smart Pads III","Special order item, sold by the each.","","","","","35.25","EA","0","0","0","1","1","0","0","","2018-04-20 12:06:20","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000007-005","1","ecg/adultelectrodes.jpg","Electrodes, Monitoring Adult Bulk - 30 each / pack","Sold as a individual pack of 30. Limit is 5 packs.","","","","","5.1","PAC","0","0","0","1","1","0","0","","2018-05-16 15:23:22","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000001-002","1","","AED LP1000 Non-Recharge Battery","","","","","","323.4","EA","0","0","0","1","1","0","0","","2018-11-27 15:23:33","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000057-001","1","","ECG Cable, 3-lead, Zoll AED Pro","","","","","","155.25","","0","0","0","1","1","0","0","","2018-11-28 12:58:35","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000036-001","1","ecg/Philips Heartstart Infant Child FR2.jpg","HeartStart FR2 infant child defib pads","Discontinued by manufacture","","","","","73.37","EA","0","0","0","1","1","0","0","","2018-12-31 12:04:41","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000058-001","1","ecg/ZollStatpadz2.jpg","Zoll AED Pro Adult Stat Padz MF Electrodes","Ref: 8900-0801-01.  Sold by the the each and is a special order item.","","","","","57.7","EA","0","0","0","1","1","0","0","","2019-10-24 11:25:04","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000061-001","1","ecg/AmbuWhiteElectrodes.jpg","Electrodes, Monitoring Solid Gel Adult - 5 each / pack","Sold as a box of 12 packs, each pack containing 5 electrodes. 10 boxes is one case.","","","","","10.2","BX","0","0","0","1","1","0","0","","2020-05-14 11:39:48","0","","ECG Supplies","--none--","0","0","0","0","0","0","","",""
"0045-00000011-002","1","ecg/8900_0225_01_Adult MFP Zoll.jpg","Zoll X- Series Advanced OneStep CPR A/A Adult MFP","OneStep CPR A/A Adult Electrode (MFP), Anterior/Anterior Placement for Zoll X-Series Advanced, Ref 8900-0225-01","","","","","65","PR","0","0","0","1","1","0","0","","2021-04-21 07:45:03","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000061-002","1","ecg/AmbuWhiteElectrodes.jpg","Electrodes, ECG Monitoring Adult 60 EA in 1 BX of 12 PAC of 5 EA","Sold as a box, Electrodes, ECG Monitoring Adult 60 EA in 1 BX of 12 PAC of 5 EA","","","","","10.2","BX","0","0","0","1","1","0","0","","2021-05-13 11:03:11","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0045-00000014-003","1","ecg/8900-000219-01_Peds MFP Zoll.jpg","Zoll X- Series Advanced OneStep CPR A/P Pediatric MFP","OneStep CPR A/P Pediatric Electrode (MFP), Anterior/Posterior Placement for Zoll X-Series Advanced, Ref 8900-000219-01","","","","","65","PR","0","0","0","1","1","0","0","","2021-06-15 15:43:27","1","","ECG Supplies","--none--","1","0","0","0","0","0","","",""
"0050-00000001-001","1","/epcr/cf18battery.jpg","CF19 Battery","<i>This item is delivered and installed by Informatics Section and may require a work ticket to be submitted. </i>","","","","","143","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","",""
"0050-00000002-001","1","/epcr/hp94.jpg","Inkjet cartridge HP94 Black","<i>Sold by the each, limit 14. </i>","","","","","27.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","",""
"0050-00000003-001","1","/epcr/printerpaper.jpg","Paper, 8.5 x 11 general purpose printer","Ream of printer paper, 500 sheets to the ream.  Ordering quantity is by the ream, limit five.","","","","","5.5","RM","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","",""
"0050-00000004-001","1","/epcr/zolldatacable.jpg","Serial Cable for CF 18/19 / Zoll M connection","<i>This item is installed by Informatics or Logistics and will require an incident or statement form. </i>","","","","","46.48","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","",""
"0050-00000005-001","1","/epcr/usbcable.jpg","USB Cable for CF 18/19 / Printer connection","<i>This item is installed by Informatics or Logistics and will require an incident or statement form. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","",""
"0055-00000001-001","1","no_picture.gif","EZ-IO 90 degree Connector","","","","","","5.54","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EZ-IO","--none--","0","0","0","0","0","0","","",""
"0055-00000003-001","1","/ez_io/iowristband.jpg","EZ-IO Green ID Band","","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EZ-IO","--none--","0","0","0","0","0","0","","",""
"0055-00000004-001","1","/ez_io/pedsio.jpg","EZ-IO Needle 15 mm (Pediatric)","<b>15mm, 15 gauge Intraosseous IV needle, EZ-IO style.  Sold by the each, 5 each per box</b>","","","","","127.33","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","28","","EZ-IO","--none--","1","0","0","0","0","0","","",""
"0055-00000005-001","1","/ez_io/adultio.jpg","EZ-IO Needle 25 mm (Adult)","<b>25mm, 15 gauge Intraosseous IV needle, EZ-IO style.  Sold by the each, 5 each per box</b>","","","","","127.33","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","26","","EZ-IO","--none--","1","0","0","0","0","0","","",""
"0055-00000006-001","1","/ez_io/largeadultio.jpg","EZ-IO Needle 45 mm (Large Adult)","<b>45mm, 15 gauge Intraosseous IV needle, EZ-IO style.  Sold by the each, 5 each per box</b>","","","","","145.6","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","10","","EZ-IO","--none--","1","0","0","0","0","0","","",""
"0055-00000007-001","1","/ez_io/iodriver.jpg","EZ-IO Power Driver  G3","Replacement EZ-IO Power Driver.","","","","","343.48","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","34","","EZ-IO","--none--","1","0","0","0","0","0","","",""
"0055-00000008-001","1","/ez_io/iostabilizer.jpg","EZ-IO Stabilizer","","","","","","16.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","167","","EZ-IO","--none--","1","0","0","0","0","0","","",""
"0055-00000009-001","1","/ez_io/pressurebag.jpg","Pressure Infuser for IV Bag","","","","","","12.38","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EZ-IO","--none--","0","0","0","0","0","0","","",""
"0055-00000010-001","1","ez_io/g3case.jpg","VAP Case for G3 Driver","","","","","","53.95","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","10","","EZ-IO","--none--","0","0","0","0","0","0","","",""
"0055-00000006-002","1","no_picture.gif","EZ-IO Needle 45 mm & Stabilizer  (Large Adult)","45mm, 15 gauge Intraosseous IV needle with stabilizer, EZ-IO style. <b>IEMS Restricted List</b>","","","","","150.32","","0","0","0","1","1","0","0","","2014-04-24 08:36:00","0","","EZ-IO","--none--","0","0","0","0","0","0","","",""
"0055-00000011-001","1","ez_io/PressureBag1000.jpg","Pressure Infuser for IV Bag, 1000cc","Sold by the each.","","","","","16.24","EA","0","0","0","1","1","0","0","","2017-12-29 14:14:52","1","","EZ-IO","--none--","1","0","0","0","0","0","","",""
"0060-00000001-001","1","/forms/empincident.jpg","Employee Incident Report Wishard Health Services","Wishard Health Services Employee Incident Report.","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000003-001","1","/forms/statement.jpg","EMS Statement Form Indianapolis EMS","Commonly referred to as a ""statement form"".","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000004-001","1","/forms/interoffice.jpg","Envelope, Interoffice Manila","Sold in packs of 20.  Order by number of packs desired.  Limit 2.","","","","","0","PK","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000005-001","1","/forms/supplystatement.jpg","Equipment / Supply Report Indianapolis EMS","This is the Equipment or Supply statement form.","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000006-001","1","/forms/transport.jpg","Medicare Signature Sheet Indianapolis EMS","Medicare Signature Sheet.","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000007-001","1","/forms/crashcard.jpg","MVC Crash Card Indianapolis EMS","<i>Sold by the each, limit 14. </i>","","","","","0","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000008-001","1","/forms/mountpaper.jpg","Paper, Adhesive for ECG Recorder Mounting","<i>Sold by the sheet, limit 20. </i>","","","","","0.4","PK","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000009-001","1","no_picture.gif","Patient / Visitor Incident Report  Wishard Health Services","<i>Sold by the each, limit 14. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000010-001","1","/forms/logsheet.jpg","Vehicle Log Sheet Indianapolis EMS","<i>Sold by the pack, limit 1 pack. </i>","","","","","0","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0060-00000002-001","1","/forms/runreport.jpg","EMS Run Report Form, Indianapolis EMS","Sold in packs of 50.  Ordering quantity is in pack form, limit two packs.","","","","","0","PK","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","Forms","--none--","0","0","0","0","0","0","","",""
"0065-00000001-001","1","/maintenance/alcohol99.jpg","Alcohol, Isopropyl 70% 16 oz.","This formulation is designed for PATIENT use. Sold by the each, limit 3.","","","","","1.45","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000002-001","1","/maintenance/alcohol99.jpg","Alcohol, Isopropyl 99% 16 oz.","This formulation is designed for CLEANING USE.  Sold by the each, limit 14.","","","","","4.4","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","General Maintenance","--none--","0","0","0","0","0","0","","",""
"0065-00000003-001","1","maintenance/blue.jpg","Bag, Plastic Blue Soiled Linens","Sold in rolls of 50, limit one roll.","","","","","4.66","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","General Maintenance","--none--","0","0","0","0","0","0","","",""
"0065-00000004-001","1","maintenance/large.jpg","Bag, Plastic Clear Large 40-50 gal","Sold in rolls of 50, limit one roll.","","","","","2.77","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","90","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000005-001","1","maintenance/small.jpg","Bag, Plastic Clear Small 7-10 gal","Sold in rolls of 50, limit one roll.","","","","","0.77","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","General Maintenance","--none--","0","0","0","0","0","0","","",""
"0065-00000006-001","1","/maintenance/largebio.jpg","Bag, Plastic Red Biohazard, Large","Sold in rolls of 25. Limit five rolls.","","","","","4.75","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000007-001","1","/maintenance/smallbio.jpg","Bag, Plastic Red Biohazard, Small","Sold by the roll, 50/roll.  Twenty rolls per case.","","","","","3.53","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","123","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000008-001","1","no_picture.gif","Bag, Plastic Zip Lock 4 x 3 General use DO NOT USE","Sold in bags of 50, limit one bag.","","","","","1.87","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","General Maintenance","--none--","0","0","0","0","0","0","","",""
"0065-00000009-001","1","/maintenance/8x8bag.jpg","Bag, Plastic Zip Lock 8 x 8 General use","Sold in bags of 50, limit one bag.","","","","","6.75","PAC","0","0","0","1","1","0","0","","2012-07-30 11:06:00","2697","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000011-001","1","/maintenance/9vbatteries.jpg","Battery 9v","<i>Sold by the each, or 12/box or 72/case. </i>","","","","","0.77","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","366","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000012-001","1","/maintenance/aabatteries.jpg","Battery AA","<i>Sold by the each, 4/pack, 24/box or 144/case. </i>","","","","","0.22","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1259","","General Maintenance","--none--","1","0","0","0","0","0","","",""
"0065-00000013-001","1","/maintenance/cbatteries.jpg","Battery C","<i>Sold by the each, or 12/box or 72/case. </i>","","","","","0.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","241","","General Maintenance","--none--","1","0","0","0","0","0","","",""
