v_products_model,v_products_type,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_date_avail,v_specials_expires_date,v_products_price,v_products_price_uom,v_products_weight,v_product_is_call,v_products_sort_order,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_always_free_shipping,v_date_avail,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1,v_html_uri
"0020-00000043-001","1","air_supplies/LMA Sz 2.5.jpg","LMA Unique Std Size 2.5 without syringe and lubricant","Sold by the each, max 1.","","","","","10.35","EA","0","0","0","1","1","0","0","","2015-01-10 09:26:00","0","","Airway / Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=447"
"0020-00000044-001","1","air_supplies/LMA Sz 3.0.jpg","LMA Unique Std Size 3.0 without syringe and lubricant","Sold by the each, max 1.","","","","","10.35","EA","0","0","0","1","1","0","0","","2015-01-10 09:27:00","0","","Airway / Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=448"
"0020-00000020-002","1","air_supplies/PedsBVMonly.jpg","Manual Resuscitator;  BVM ONLY Peds","Sold by the each, limit 3. Does NOT have CO2 Detector, ""Airway/ALS Items.""","","","","","21.42","EA","0","0","0","1","1","0","0","","2016-04-08 15:30:45","12","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=481"
"0020-00000019-002","1","air_supplies/AdtBVMonly.jpg","Manual Resuscitator;  BVM ONLY Adult","Sold by the each, limit 6. Does NOT have CO2 Detector, ""Airway/ALS Items.""","","","","","11.85","EA","0","0","0","1","1","0","0","","2016-04-15 07:24:11","0","","Airway / Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=482"
"0020-00000019-003","1","air_supplies/AdtBVMonly003.jpg","Manual Resuscitator;  BVM ONLY Adult","Sold by the each, limit 6. <b>Does Not have Bacterial/Viral Depth Filter no port.  Does NOT have CO2 Detector, ""Airway/ALS Items"" or Manometer.</B>","","","","","12","EA","0","0","0","1","1","0","0","","2017-12-24 08:27:52","0","","Airway / Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=500"
"0020-00000002-002","1","air_supplies/60np24fr.jpg","Airway, Nasal Pharyngeal 6.0 mm 24 Fr","<i>Sold by the each, limit 5. </i>","","","","","2.7","EA","0","0","0","1","1","0","0","","2018-03-23 13:27:16","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=502"
"0020-00000003-002","1","air_supplies/70np28fr.jpg","Airway, Nasal Pharyngeal 7.0 mm 28 Fr","<i>Sold by the each, limit 5. </i>","","","","","2.7","EA","0","0","0","1","1","0","0","","2018-03-23 13:28:45","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=503"
"0020-00000004-002","1","air_supplies/80np32fr.jpg","Airway, Nasal Pharyngeal 8.0 mm 32 Fr","<i>Sold by the each, limit 5. </i>","","","","","2.7","EA","0","0","0","1","1","0","0","","2018-03-23 13:30:18","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=504"
"0020-00000053-001","1","air_supplies/I Gel 1.0.jpg","i-gel O2 Supraglottic  Sz 1.0","Sold by the each. Fits Thomas Endotracheal Tube Holder, Pediatric PINK STRAP.","","","","","15","EA","0","0","0","1","1","0","0","","2020-01-24 17:09:42","0","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=534"
"0020-00000054-001","1","air_supplies/I Gel 1.5.jpg","i-gel O2 Supraglottic  Sz 1.5","Sold by the each. Fits Thomas Endotracheal Tube Holder, Pediatric PINK STRAP.","","","","","15","EA","0","0","0","1","1","0","0","","2020-01-24 17:11:15","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=535"
"0020-00000055-001","1","air_supplies/I Gel 2.0.jpg","i-gel O2 Supraglottic  Sz 2.0","Sold by the each. Fits Thomas Endotracheal Tube Holder, Adult OLIVE.","","","","","15","BTL","0","0","0","1","1","0","0","","2020-01-24 17:15:00","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=536"
"0020-00000056-001","1","air_supplies/I Gel 2.5.jpg","i-gel O2 Supraglottic  Sz 2.5","Sold by the each. Fits Thomas Endotracheal Tube Holder, Adult OLIVE.","","","","","15","EA","0","0","0","1","1","0","0","","2020-01-24 17:16:13","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=537"
"0020-00000057-001","1","air_supplies/I-Gel 3.jpg","i-gel O2 Supraglottic  Sz 3.0","Sold by the each. Fits Thomas Endotracheal Tube Holder, Adult OLIVE.","","","","","15","EA","0","0","0","1","1","0","0","","2020-01-24 17:20:24","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=538"
"0020-00000058-001","1","air_supplies/I-Gel 4.jpg","i-gel O2 Supraglottic  Sz 4.0","Sold by the each. Fits Thomas Endotracheal Tube Holder, Large BLUE.","","","","","15","EA","0","0","0","1","1","0","0","","2020-01-24 17:21:30","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=539"
"0020-00000059-001","1","air_supplies/I-Gel 5.jpg","i-gel O2 Supraglottic  Sz 5.0","Sold by the each. Fits Thomas Endotracheal Tube Holder, Large BLUE.","","","","","15","EA","0","0","0","1","1","0","0","","2020-01-24 17:22:23","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=540"
"0020-00000060-001","1","air_supplies/Bacterial_Viral Depth Filter no port.jpg","Bacterial/Viral Depth Filter no port","Sold by the each, limit 4.","","","","","2","EA","0","0","0","1","1","0","0","","2020-03-19 17:10:59","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=544"
"0020-00000019-004","1","air_supplies/AdtBVMfilter.jpg","Manual Resuscitator,  BVM with exhalation filter Adult","Sold by the each, limit 6. <b>Does NOT have CO2 Detector, ""Airway/ALS Items"" or Manometer.</B>","","","","","14.08","EA","0","0","0","1","1","0","0","","2021-06-17 14:22:47","1","","Airway / Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=4&products_id=567"
"0030-00000001-001","1","/cspine/backboard.jpg","Back Board, Long","Long backboard for spinal immobilization.  <i>Ordering this item through Logistics is a <b>last resort</b>. Crews should check their receiving hospital for backboards prior to marking in service.</i>","","","","","131.95","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","-10","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=101"
"0030-00000002-001","1","/cspine/shortboard.jpg","Back Board, Short"," ","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=102"
"0030-00000003-001","1","/cspine/strapset.jpg","Backboard Strap","Replacement straps for backboards. <i>Sold by the each, limit 8. </i>","","","","","2.48","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","54","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=103"
"0030-00000004-001","1","/cspine/adultcollar.jpg","C-Collar, Adult Adjustable w / Head Wedge","<i>Sold by the each, limit 30.  Quantities of 30 will be shipped by the case. </i>","","","","","7.96","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","315","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=104"
"0030-00000005-001","1","/cspine/pedscollar.jpg","C-Collar, Pediatric / Infant Adjustable w / Head Wedge","<i>Sold by the each, limit 30.  Quantities of 30 will be shipped by the case. </i>","","","","","7.96","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","536","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=105"
"0030-00000006-001","1","/cspine/wedge.jpg","C-Spine Stabilizer Head Wedge"," ","","","","","4.35","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","5","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=106"
"0030-00000007-001","1","/cspine/ked.jpg","KED","Kendrick Extrication Device. <i>Restricted to run number or incident statement prior to delivery. </I><b>Please contact your EDO.</b>","","","","","95.76","EA","0","1","0","1","1","0","0","","2012-07-30 11:06:00","10","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=107"
"0030-00000008-001","1","no_picture.gif","Backboard returned to Agency","","","","","","0","EA","0","0","0","0","0","0","0","","2013-03-26 09:34:00","0","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=108"
"0030-00000004-002","1","cspine/Adt Collar.jpg","C-Collar, Adult Adjustable","Sold by the each, head wedge not included. Limit 15.","","","","","6.09","EA","0","0","0","1","1","0","0","","2014-12-04 13:37:00","1","","C-Spine","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=440"
"0030-00000005-002","1","cspine/Peds Collar.jpg","C-Collar, Pediatric Adjustable","Sold by the each, head wedge not included. Limit 15.","","","","","6.09","EA","0","0","0","1","1","0","0","","2014-12-04 13:38:00","1","","C-Spine","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=441"
"0030-00000009-001","1","no_picture.gif","Cervical Collar bag","Requires a statement form.  Please turn in old one, if not lost.","","","","","21.12","EA","0","0","0","1","1","0","0","","2014-09-24 07:13:00","0","","C-Spine","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=5&products_id=451"
"0045-00000001-001","1","/ecg/zollbattery.jpg","Battery, Lead-acid for Zoll M / E","Lead-acid battery for the Zoll M and E Series Cardiac monitors.  <i>Failed batteries should be reported using the normal IEMS failed equipment procedures - contact Logistics for information.</i>","","","","","45.64","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=109"
"0045-00000002-001","1","/ecg/zollvleads.jpg","Cable, V Lead for Zoll M/E Series","V-lead cable for Zoll M and E Series cardiac monitoring equipment. <b>IEMS Restricted List - </b><i>Issues involving this cable must be reported to Logistics through your District Lieutenant or Operations. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=110"
"0045-00000004-001","1","/ecg/zoll12leads.jpg","Cable, 12 Lead for Zoll M/E Series","12-lead trunk cable for Zoll M and E Series cardiac monitoring equipment.  Also known as a four lead cable, trunk cable, squid, main cable. <b>IEMS Restricted List - </b><i>Issues involving this cable must be reported to Logistics through your District Lieutenant or Operations.  <i>","","","","","266.15","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=111"
"0045-00000005-001","1","/ecg/zollmfc.jpg","Cable for Multifunction Pads  Zoll M / E series","Multifunction/therapy cable for Zoll M and E Series cardiac monitoring equipment.  <i>Damages to this cable must be reported to Logistics; do not attempt to service or detach the cable from the unit. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=112"
"0045-00000006-001","1","no_picture.gif","Conductive Gel for De-Fib Paddle Use","<i>Sold by the each, limit 14. </i>","","","","","1.35","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=113"
"0045-00000007-001","1","/ecg/adultelectrodes.jpg","Electrodes 3 Lead Use, Adult","ECG electrodes, 30 to a pack.  Ordered quantity is by the pack, limit 20. <i>20 pack/cs. </i>","","","","","5.1","PAC","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=114"
"0045-00000008-001","1","ecg/RedDotPedsElectrodes.jpg","Electrodes 3 Lead Use, Pedi","Pediatric ""Red Dot"" electrodes, 3 to a pack.  Ordering quantity is by the pack. <i>Sold by the pack, limit 10. </i>","","","","","1.46","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=115"
"0045-00000009-002","1","ecg/LP 12_15 Adt Quick Combo 11996_000017.jpg","Pad, Multifunction Adult LP 12/15 Quick Combo","<i>Sold by the each, limit 3. </i>","","","","","35.26","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=116"
"0045-00000010-001","1","ecg/MedStormPhilipsAdt.jpg","Pad, Multifunction (Adult) Philips","<i>Sold by the each, limit 2. </i>","","","","","23.87","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=117"
"0045-00000011-001","1","/ecg/zolladult.jpg","Pad, Multifunction (Adult) Zoll","Multifunction pad for the Zoll M and E series cardiac monitor. <i>Sold by the each, limit 2. </i>","","","","","37.73","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=118"
"0045-00000012-001","1","/ecg/physiopeds.jpg","Pad, Multifunction (Infant) Medtronic / LP","<i>Sold by the each, limit 14. </i>","","","","","23.87","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=119"
"0045-00000013-001","1","ecg/MedStormPhilipsPeds.jpg","Pad, Multifunction (Infant) Philips","<i>Sold by the each, limit 1. </i> </i> <a href = ""http://www.boundtree.com/data/default/productattachments/Medstorm-Electrode-Compatibility-Chart.pdf"">Medstorm Compatibility Chart</a>","","","","","22.2","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=120"
"0045-00000014-002","1","ecg/ZollPedsMF.jpg","Pad, Multifunction (Infant) Zoll","Pediatric multifunction pad for the Zoll M and E series cardiac monitors. <b>IEMS Restricted List - </b><i> A run number or incident statement must be provided before this item will be delivered.</i>","","","","","21.51","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=121"
"0045-00000015-001","1","/ecg/zollpaper.jpg","Paper, ECG Recorder for Zoll M / E","ECG recorder paper for the Zoll M and E series cardiac monitors.  <i>Sold by the pack, limit 6. Quantities of 20 will be shipped as one case.</i>","","","","","3.47","BTL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=122"
"0045-00000016-001","1","ecg/LP 12_15 ECG paper_11240_000032.jpg","Paper, ECG Recorder Medtronic / LP 12 / 15","<b><i>Sold as an individual roll of paper. </i></b>","","","","","9.2","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=123"
"0045-00000017-001","1","/ecg/philipspaper.jpg","Paper, ECG Recorder Philips Mrx","<b><i>Order in multiples of 5, 5 rolls per pack </i></b>","","","","","2.04","RL","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=124"
"0045-00000018-001","1","/ecg/razor.jpg","Razor, Skin Prep.","<i>Sold by the each, limit 15. </i>","","","","","0.52","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","381","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=125"
"0045-00000019-001","1","no_picture.gif","Zoll Adult SPO2 sensor, durable","<i>Sold by the each, limit 14. </i>","","","","","220","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=126"
"0045-00000020-001","1","/ecg/capnofilter.jpg","SmartCapnoLine with Cannula Adult","<i>Sold by the each, limit 14. </i>","","","","","10.84","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=127"
"0045-00000021-001","1","/ecg/zollcapno.jpg","Capnography adaptor for ETT - Zoll","Clear capnography adaptor for ETT - Zoll devices.  Clear plastic device designed to snap between ET tube and BVM. <i>Sold by the each, limit 3. </i>","","","","","8.8","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=128"
"0045-00000022-001","1","/ecg/philipsfilter.jpg","Filter Line Set Adt/Ped with adapter","<i>Sold by the each, limit 10. </i>  Phillips Capnography","","","","","10.63","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=129"
"0045-00000023-001","1","/ecg/benzoin.jpg","Compound Benzoin Tincture USP SEPP","Tincture of benzoin used to adhere electrodes to patients and assist with electrode conductivity and placement. <i>Sold by the each, limit 20. </i>","","","","","0.66","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=130"
"0045-00000003-001","1","no_picture.gif","Cable, 3 Lead for Zoll M/E Series","3-lead Cable for Zoll M and E Series cardiac monitoring equipment.  This cable does not have twelve-lead capability and is generally gray with a circular pin plug for the monitor. <b>IEMS Restricted List</b>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 14:02:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=131"
"0045-00000032-001","1","ecg/QCPR pad.jpg","QCPR Compression Adhesive Pads (pack)","Sold by the Pack, 10 each/pack. Limit 1 pack.","","","","","40.98","PAC","0","0","0","1","1","0","0","","2014-04-01 12:57:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=452"
"0045-00000041-001","1","no_picture.gif","Philips FR3 Training Pads","","","","","","17.12","EA","0","0","0","1","1","0","0","","2015-04-27 15:24:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=477"
"0045-00000007-002","1","ecg/VermedElectrodesAdult5pk.jpg","Electrodes, Monitoring Adult - 5 each / pack","<b>Sold by the pack, 5 electrodes per pack. <i>120 packs/case.</I> Limit 20</B>","","","","","0.85","PAC","0","0","0","1","1","0","0","","2015-05-12 12:07:00","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=478"
"0045-00000061-001","1","ecg/AmbuWhiteElectrodes.jpg","Electrodes, Monitoring Solid Gel Adult - 5 each / pack","Sold as a box of 12 packs, each pack containing 5 electrodes. 10 boxes is one case.","","","","","10.2","BX","0","0","0","1","1","0","0","","2020-05-14 11:13:42","0","","ECG Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=549"
"0045-00000012-002","1","ecg/LP 12_15 Peds Quick Combo RTS 11996_000093.jpg","Pad, Multifunction Pediatric LP 12/15 Quick Combo RTS","Pad, Multifunction Pediatric Quick Combo RTS (0-15 kg / 0-33 lb), Stryker brand for LP12/15  Ref# 11996-000093","","","","","37.72","PAC","0","0","0","1","1","0","0","","2021-04-29 13:08:21","1","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=565"
"0045-00000061-002","1","ecg/AmbuWhiteElectrodes.jpg","Electrodes, ECG Monitoring Adult 60 EA in 1 BX of 12 PAC of 5 EA","Sold as a box, Electrodes, ECG Monitoring Adult 60 EA in 1 BX of 12 PAC of 5 EA","","","","","10.2","BX","0","0","0","1","1","0","0","","2021-05-13 10:18:24","1","","ECG Supplies","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=6&products_id=566"
"0050-00000001-001","1","/epcr/cf18battery.jpg","CF19 Battery","<i>This item is delivered and installed by Informatics Section and may require a work ticket to be submitted. </i>","","","","","143","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","-1","","EPCR System Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=7&products_id=132"
"0050-00000002-001","1","/epcr/hp94.jpg","Inkjet cartridge HP94 Black","<i>Sold by the each, limit 14. </i>","","","","","27.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=7&products_id=133"
"0050-00000003-001","1","/epcr/printerpaper.jpg","Paper, 8.5 x 11 general purpose printer","Ream of printer paper, 500 sheets to the ream.  Ordering quantity is by the ream, limit five.","","","","","5.5","RM","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=7&products_id=134"
"0050-00000004-001","1","/epcr/zolldatacable.jpg","Serial Cable for CF 18/19 / Zoll M connection","<i>This item is installed by Informatics or Logistics and will require an incident or statement form. </i>","","","","","46.48","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=7&products_id=135"
"0050-00000005-001","1","/epcr/usbcable.jpg","USB Cable for CF 18/19 / Printer connection","<i>This item is installed by Informatics or Logistics and will require an incident or statement form. </i>","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EPCR System Supplies","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=7&products_id=136"
"0055-00000001-001","1","no_picture.gif","EZ-IO 90 degree Connector","","","","","","5.54","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","0","","EZ-IO","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=137"
"0055-00000003-001","1","/ez_io/iowristband.jpg","EZ-IO Green ID Band","","","","","","0","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","15","","EZ-IO","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=138"
"0055-00000004-001","1","/ez_io/pedsio.jpg","EZ-IO Needle 15 mm (Pediatric)","15mm, 15 gauge Intraosseous IV needle, EZ-IO style.  <b>Limit 2</b>","","","","","127.33","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","EZ-IO","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=139"
"0055-00000005-001","1","/ez_io/adultio.jpg","EZ-IO Needle 25 mm (Adult)","<b>Not available to IEMS (IFD ONLY)</b>  <b>Limit 2</b>","","","","","127.33","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","EZ-IO","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=140"
"0055-00000006-001","1","/ez_io/largeadultio.jpg","EZ-IO Needle 45 mm (Large Adult)","45mm, 15 gauge Intraosseous IV needle, EZ-IO style. <b>Limit 2</b>","","","","","145.6","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","EZ-IO","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=141"
"0055-00000007-001","1","/ez_io/iodriver.jpg","EZ-IO Power Driver  G3","Replacement EZ-IO Power Driver. <b>Limit 1.  Please contact your EDO</b>","","","","","343.85","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","22","","EZ-IO","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=142"
"0055-00000008-001","1","/ez_io/iostabilizer.jpg","EZ-IO Stabilizer","Sold by the each, limit 3.","","","","","16.5","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","105","","EZ-IO","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=143"
"0055-00000009-001","1","/ez_io/pressurebag.jpg","Pressure Infuser for IV Bag","Sold by the each, limit 3.","","","","","12.38","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","EZ-IO","--none--","0","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=144"
"0055-00000010-001","1","ez_io/g3case.jpg","VAP Case for G3 Driver","Sold by the each, limit 1.","","","","","53.95","EA","0","0","0","1","1","0","0","","2012-07-30 11:06:00","1","","EZ-IO","--none--","1","0","0","0","0","0","","","","http://iemssupply.net/ifd/index.php?main_page=product_info&cPath=8&products_id=145"
