v_products_id,v_products_type,v_products_quantity,v_products_price_uom,v_products_model,v_products_image,v_products_price,v_products_virtual,v_products_date_added,v_products_last_modified,v_products_date_available,v_products_weight,v_products_status,v_products_ordered,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_free,v_product_is_call,v_products_quantity_mixed,v_product_is_always_free_shipping,v_products_qty_box_status,v_products_quantity_order_max,v_products_sort_order,v_products_discount_type,v_products_discount_type_from,v_products_price_sorter,v_products_mixed_discount_quantity,v_metatags_title_status,v_metatags_products_name_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_products_name_en,v_products_description_en,v_products_url_en,v_products_viewed_en,v_metatags_title_en,v_metatags_keywords_en,v_metatags_description_en,v_manufacturers_name,v_tax_class_title,v_categories_name,v_products_link,v_dbio_command
190,1,9999,EA,0085-00000004-001,/iv_supply/18ang.jpg,1.87,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,77419,5,5,0,0,0,0,0,1,50,0,0,0,1.8700,1,0,0,0,0,0,"Angiocath 18 ga x 1.33","Sold in multiples of 5 up to quantities of 50, quantities of 50 will be filled as one complete box.  Limit 50 or one box.",,289,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=190,
191,1,9999,EA,0085-00000005-001,iv_supply/20AngioBC.jpg,1.87,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,122782,5,5,0,0,0,0,0,1,50,0,0,0,1.8700,1,0,0,0,0,0,"Angiocath 20 ga x 1.33","Sold in multiples of 5 up to quantities of 50, quantities of 50 will be filled as one complete box.  Limit 50 or one box.",,381,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=191,
192,1,9999,EA,0085-00000006-001,/iv_supply/22ang.jpg,1.87,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,37550,5,5,0,0,0,0,0,1,50,0,0,0,1.8700,1,0,0,0,0,0,"Angiocath 22 ga x 1","Sold in multiples of 5 up to quantities of 50, quantities of 50 will be filled as one complete box.  Limit 50 or one box.",,124,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=192,
193,1,9999,EA,0085-00000007-001,/iv_supply/24ang.jpg,1.87,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,9388,5,5,0,0,0,0,0,1,20,0,0,0,1.8700,1,0,0,0,0,0,"Angiocath 24 ga x 0.75","Sold in multiples of 5 up to quantities of 50, quantities of 50 will be filled as one complete box.  Limit 20.",,60,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=193,
194,1,9844,BX,0085-00000014-001,/iv_supply/tegaderm.jpg,25.23,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,4791,1,1,0,0,0,0,0,1,1,0,0,0,25.2300,1,0,0,0,0,0,"Dressing, Transparent 2 x 3, Tegaderm","Box contains 100 individual dressings.  Order in box quantity, limit one box.",,509,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=194,
195,1,0,EA,0085-00000027-001,iv_supply/IVextensionset.jpg,3.07,0,"2012-07-30 11:06:00","2023-02-03 09:50:05",,0,1,5828,1,1,0,0,0,0,0,1,10,0,0,0,3.0700,1,0,0,0,0,0,"IV Extension Set 18","Sold by the each up to quantities of 10, limit 10.",,302,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=195,
196,1,9949,EA,0085-00000028-001,iv_supply/IVlock6.jpg,1.73,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,332419,1,1,0,0,0,0,0,1,100,0,0,0,1.7300,1,0,0,0,0,0,"IV Saline Lock Set 6","Sold by the each up to quantities of 100.  Limit 100 per order. Quantities of 100 will be shipped as one box.",,1430,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=196,
197,1,6714,EA,0085-00000029-001,iv_supply/20dropset.jpg,3.41,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,116810,1,1,0,0,0,0,0,1,25,0,0,0,3.4100,1,0,0,0,0,0,"IV Set Primary (20 gtts / cc) Maxidrip","Sold by the each in quantities up to 25.  Quantities of 25 will be shipped as one complete box.  Order by the individual IV set.",,1285,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=197,
198,1,9875,EA,0085-00000030-001,/iv_supply/60drop.jpg,2.68,0,"2012-07-30 11:06:00","2022-12-26 11:19:57",,0,1,2876,1,1,0,0,0,0,0,1,10,0,0,0,2.6800,1,0,0,0,0,0,"IV Set Secondary (60 gtts / cc) Minidrip","Sold by the each up to quantities of 10.  We will not ship individual cases to any Indianapolis EMS unit.",,155,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=198,
199,1,9956,EA,0085-00000032-001,iv_supply/MedicationAdded.jpg,0.10,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,330,1,1,0,0,0,0,0,1,10,0,0,0,0.1000,1,0,0,0,0,0,"Label for IV Bags Drug Added","<i>Sold by the each, limit 10. </i>",,19,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=199,
200,1,9999,EA,0085-00000034-001,/iv_supply/lockcap.jpg,0.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,0.0000,1,0,0,0,0,0,"Luer Adapter, Smartsite","<i>Sold by the each, limit 14. </i>",,0,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=200,
201,1,9229,BX,0085-00000043-001,/iv_supply/flush.jpg,21.90,0,"2012-07-30 11:06:00","2022-09-19 09:14:56",,0,1,19570,1,1,0,0,0,0,0,1,1,0,0,0,21.9000,1,0,0,0,0,0,"Saline Flush (Prefilled 0.9% NS 10cc Syringe)","Sold in boxes of 30 each, ordering quantity is by the box, limit two boxes.",,2126,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=201,
202,1,9693,BX,0085-00000048-001,/iv_supply/alcoholprep.jpg,2.74,0,"2012-07-30 11:06:00","2022-10-27 14:12:49",,0,1,7277,1,1,0,0,0,0,0,1,2,0,0,0,2.7400,1,0,0,0,0,0,"Skin Prep, Alcohol","Sold in boxes of 200 each, order by the box, limit two boxes.",,826,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=202,
203,1,4923,EA,0085-00000050-001,/iv_supply/4waystop.jpg,0.69,0,"2012-07-30 11:06:00","2023-02-21 11:08:57",,0,1,2811,1,1,0,0,0,0,0,1,5,0,0,0,0.6900,1,0,0,0,0,0,"Stopcock, 3 way","<i>Sold by the each, limit 5. </i>",,181,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=203,
204,1,9675,BG,0085-00000063-001,/iv_supply/tourniquet.jpg,8.25,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,9035,1,1,0,0,0,0,0,1,2,0,0,0,8.2500,1,0,0,0,0,0,"Tourniquet for IV Starts   ","Sold in bundles of 50 each, order by the bundle, limit two bundles.",,739,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=204,
205,1,0,EA,0085-00000076-001,/iv_supply/,1.55,0,"2012-07-30 11:06:00","2023-01-25 13:42:47",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,1.5500,1,0,0,0,0,0,"Extension set w/Safeline injection site (D50)","<i>Sold by the each, limit 14. </i>",,0,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=205,
206,1,9999,EA,0085-00000078-001,/iv_supply/ivstart.jpg,1.44,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,151,1,1,0,0,0,0,0,1,14,0,0,0,1.4400,1,0,0,0,0,0,"IV Start Kit, prepackaged","<i>Sold by the each, limit 14. </i>",,2,,,,,,"IV Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=206,
207,1,9935,EA,0090-00000001-001,/kits/obkit.jpg,15.70,0,"2012-07-30 11:06:00","2022-12-02 11:30:37",,0,1,1078,1,1,0,0,0,0,0,1,2,0,0,0,15.7000,1,0,0,0,0,0,"OB Kit","Sterile obstetrical kit.  Limit two.",,198,,,,,,"Kits and Sterile Packs",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=207,
208,1,9976,BTL,0090-00000002-001,/kits/burnsheet.jpg,11.55,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,714,1,1,0,0,0,0,0,1,3,0,0,0,11.5500,1,0,0,0,0,0,"Sterile Sheets","<i>Sold by the each, limit 3. </i>",,159,,,,,,"Kits and Sterile Packs",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=208,
209,1,9991,PAC,0090-00000003-001,/kits/burntowels.jpg,1.41,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,462,1,1,0,0,0,0,0,1,4,0,0,0,1.4100,1,0,0,0,0,0,"Towels, Sterile Blue Surgical","<i>Sold by the each, limit 4. </i>",,72,,,,,,"Kits and Sterile Packs",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=209,
210,1,9979,EA,0095-00000001-001,/linens/towel.jpg,4.68,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,1977,1,1,0,0,0,0,0,1,10,0,0,0,4.6800,1,0,0,0,0,0,"Towel, Bath",,,52,,,,,,Linens,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=210,
211,1,9996,EA,0095-00000003-001,/linens/pillowcase.jpg,4.68,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,215,1,1,0,0,0,0,0,1,2,0,0,0,4.6800,1,0,0,0,0,0,"Pillow case",,,33,,,,,,Linens,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=211,
212,1,9996,EA,0095-00000004-001,/linens/pillow.jpg,4.68,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,195,1,1,0,0,0,0,0,1,2,0,0,0,4.6800,1,0,0,0,0,0,"Pillow, reusable",,,46,,,,,,Linens,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=212,
213,1,9979,EA,0095-00000005-001,/linens/sheet.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,1740,1,1,0,0,0,0,0,1,10,0,0,0,5.7800,1,0,0,0,0,0,Sheet,,,38,,,,,,Linens,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=213,
214,1,9999,EA,0095-00000006-001,/linens/washcloth.jpg,3.52,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,13,1,1,0,0,0,0,0,1,1,0,0,0,3.5200,1,0,0,0,0,0,"Wash Cloth","District, Special Events, and Command trucks only.",,5,,,,,,Linens,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=214,
215,1,9999,EA,0100-00000001-001,no_picture.gif,3.30,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,3.3000,1,0,0,0,0,0,"Cylinder, NO2 E with pin index stem valve","<i>Sold by the each, limit 14. </i>",,0,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=215,
216,1,9999,EA,0115-00000001-001,no_picture.gif,5.50,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,4,1,1,0,0,0,0,0,1,14,0,0,0,5.5000,1,0,0,0,0,0,Clipboard,"<i>Sold by the each, limit 14. </i>",,0,,,,,,"Office Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=216,
217,1,9999,EA,0115-00000002-001,/office/pens.jpg,0.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,0.0000,1,0,0,0,0,0,"Pen, ball point","<i>Sold by the each, limit 14. </i>",,0,,,,,,"Office Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=217,
218,1,9999,EA,0115-00000003-001,/office/zipseal.jpg,0.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,0.0000,1,0,0,0,0,0,"Zip-tie numbered security Seal","<i>Sold by the each, limit 14. </i>",,0,,,,,,"Office Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=218,
219,1,9997,EA,0125-00000001-001,/medical_gas/dpin.jpg,4.75,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,222,1,1,0,0,0,0,0,1,6,0,0,0,4.7500,1,0,0,0,0,0,"Cylinder, O2 D 440 liter with pin index stem valve","For Education and Training use only.",,13,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=219,
220,1,6848,EA,0125-00000002-001,/medical_gas/dwab.jpg,5.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,63056,1,1,0,0,0,0,0,1,0,0,0,0,5.0000,1,0,0,0,0,0,"Cylinder, O2 D 440 liter with WAB Regulator","Standard issue oxygen cylinder with Walk-A-Bout (WAB) stem.  Order by cylinder.  <b>Not for Community Health Center use.</b>",,742,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=220,
221,1,9999,EA,0125-00000003-001,no_picture.gif,0.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,2,1,1,0,0,0,0,0,1,14,0,0,0,0.0000,1,0,0,0,0,0,"Cylinder, O2 E 660 liter with pin index stem valve"," ",,0,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=221,
222,1,9941,EA,0125-00000004-001,/medical_gas/ewab.jpg,5.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,896,1,1,0,0,0,0,0,1,6,0,0,0,5.0000,1,0,0,0,0,0,"Cylinder, O2 E 660 liter with WAB Regulator","<b>For Eskenazi Health clinics.</b>",,162,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=222,
223,1,9999,EA,0125-00000005-001,no_picture.gif,3.30,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,3,1,1,0,0,0,0,0,1,14,0,0,0,3.3000,1,0,0,0,0,0,"Cylinder, O2 H 5000 liter"," ",,0,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=223,
224,1,9748,EA,0125-00000006-001,/medical_gas/m.jpg,6.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,5691,1,1,0,0,0,0,0,1,2,0,0,0,6.0000,1,0,0,0,0,0,"Cylinder, O2 M 3540 liter","Main cylinder for ambulance use. Maximum of two. <b>Not for Community Health Center use. </b>",,258,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=224,
225,1,9999,EA,0125-00000007-001,/medical_gas/singlehead.jpg,38.50,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,19,1,1,0,0,0,0,0,1,1,0,0,0,38.5000,1,0,0,0,0,0,"Flow Meter 15LPM single port Ohmeda connector","15 liter per minute flow meter, Ohmeda connector, for ambulance use.  <i>Requires statement form. </i>",,59,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=225,
226,1,9999,EA,0125-00000008-001,/medical_gas/dualhead.jpg,227.21,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,4,1,1,0,0,0,0,0,1,1,0,0,0,227.2100,1,0,0,0,0,0,"Flow Meter Flotec 2x 15LPM 1xDISS Ohmeda connector","15 lpm Flow meter, three head, with Ohmeda connector.  <i>Requires statement form. </i>",,45,,,,,,"Medical Gas and Delivery",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=226,
227,1,9977,EA,0130-00000001-001,/assessment/adultcuff.jpg,16.91,0,"2012-07-30 11:06:00","2022-04-01 10:46:08",,0,1,793,1,1,0,0,0,0,0,1,2,0,0,0,16.9100,1,0,0,0,0,0,"BP Cuff, Adult; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.",,559,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=227,
228,1,9996,EA,0130-00000002-001,/assessment/pedscuff.jpg,16.89,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,148,1,1,0,0,0,0,0,1,2,0,0,0,16.8900,1,0,0,0,0,0,"BP Cuff, Child; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.",,115,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=228,
229,1,9997,EA,0130-00000003-001,/assessment/infantcuff.jpg,17.17,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,105,1,1,0,0,0,0,0,1,2,0,0,0,17.1700,1,0,0,0,0,0,"BP Cuff, Infant; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.",,771,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=229,
230,1,9987,EA,0130-00000004-001,/assessment/largeadultcuff.jpg,20.04,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,227,1,1,0,0,0,0,0,1,1,0,0,0,20.0400,1,0,0,0,0,0,"BP Cuff, Large Adult; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.",,163,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=230,
231,1,9997,EA,0130-00000005-001,/assessment/thighcuff.jpg,30.86,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,117,1,1,0,0,0,0,0,1,2,0,0,0,30.8600,1,0,0,0,0,0,"BP Cuff, Thigh; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.",,104,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=231,
232,1,9994,EA,0130-00000006-001,/assessment/flashlight.jpg,1.37,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,197,1,1,0,0,0,0,0,1,14,0,0,0,1.3700,1,0,0,0,0,0,"Flashlight, 2D Cell Incandescent","<i>Sold by the each, limit 14. </i>",,57,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=232,
233,1,9999,EA,0130-00000007-001,/assessment/cutterblade.jpg,4.79,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,25,1,1,0,0,0,0,0,1,14,0,0,0,4.7900,1,0,0,0,0,0,"Ring Cutter, Blade Only","<i>Sold by the each, limit 14. </i>",,28,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=233,
234,1,9999,EA,0130-00000008-001,/assessment/ringcutter.jpg,8.64,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,153,1,1,0,0,0,0,0,1,1,0,0,0,8.6400,1,0,0,0,0,0,"Ring Cutter, Complete","<i>Sold by the each, limit 14. </i>",,30,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=234,
235,1,9956,EA,0130-00000009-001,/assessment/shears.jpg,1.22,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,2411,1,1,0,0,0,0,0,1,2,0,0,0,1.2200,1,0,0,0,0,0,"Shears, Trauma / Utility","<i>Sold by the each, limit 2. </i>",,165,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=235,
236,1,9975,EA,0130-00000010-001,/assessment/sphygmometer.jpg,68.92,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,719,1,1,0,0,0,0,0,1,1,0,0,0,68.9200,1,0,0,0,0,0,"Sphygmomanometer; 1-Tube Mabis Connector","<b>IEMS Restricted List</b>.  Enter an incident number or indicate whether a statement form has been sent.",,450,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=236,
237,1,9977,EA,0130-00000011-001,/assessment/adultsteth.jpg,4.62,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,722,1,1,0,0,0,0,0,1,6,0,0,0,4.6200,1,0,0,0,0,0,"Stethoscope, Adult",,,127,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=237,
238,1,9999,EA,0130-00000012-001,/assessment/pedssteth.jpg,5.61,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,5.6100,1,0,0,0,0,0,"Stethoscope, Pediatric / Infant",,,0,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=238,
239,1,9999,EA,0130-00000013-001,/assessment/thermometer.jpg,0.40,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,0,2603,1,1,0,0,0,0,0,1,24,0,0,0,0.4000,1,0,0,0,0,0,"Thermometer, Disposable","<i>Sold by the each, limit 24. Expire February 2023 </i>",,83,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=239,
240,1,9997,BG,0130-00000014-001,assessment/broselow.jpg,27.89,0,"2012-07-30 11:06:00","2022-03-25 18:15:21",,0,1,78,1,1,0,0,0,0,0,1,1,0,0,0,27.8900,1,0,0,0,0,0,"Pediatric Broselow Tape","<b>IEMS Restricted List</b>",,108,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=240,
241,1,9936,EA,0130-00000015-001,/assessment/penlight.jpg,1.10,0,"2012-07-30 11:06:00","2023-04-24 11:15:49",,0,1,1767,1,1,0,0,0,0,0,1,2,0,0,0,1.1000,1,0,0,0,0,0,"Penlight Disposable","<i>Sold by the each, limit 2. </i>",,123,,,,,,"Patient Assessment",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=241,
246,1,9986,EA,0140-00000001-001,/ppe/solidifier.jpg,4.05,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,1,461,1,1,0,0,0,0,0,1,2,0,0,0,4.0500,1,0,0,0,0,0,"Body fluid solidifier, 32 oz.","Body fluid solidifier. Sold in a 32 ounce bottle, limit two.",,107,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=246,
247,1,9999,EA,0140-00000005-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,12,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls 1XL","Coveralls for crew safety. Limit two.",,1,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=247,
248,1,9999,EA,0140-00000006-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,8,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls 2XL","Coveralls for crew safety. Limit two.",,1,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=248,
249,1,9999,EA,0140-00000007-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,8,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls 3XL","Coveralls for crew safety. Limit two.",,1,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=249,
250,1,9999,EA,0140-00000008-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,4,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls 4XL","Coveralls for crew safety. Limit two.",,1,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=250,
251,1,9999,EA,0140-00000010-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,51,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls Large","Coveralls for crew safety. Limit two.",,13,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=251,
252,1,9999,EA,0140-00000011-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,10,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls Medium","Coveralls for crew safety. Limit two.",,1,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=252,
253,1,9999,EA,0140-00000012-001,ppe/coveralls.jpg,5.78,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,9,1,1,0,0,0,0,0,1,2,0,0,0,5.7800,1,0,0,0,0,0,"Coveralls Small","Coveralls for crew safety. Limit two.",,1,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=253,
254,1,9999,PK,0140-00000015-001,no_picture.gif,0.00,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.0000,1,0,0,0,0,0,"Filter P100 for Aero (3M)  APR","<b>IEMS Restricted List</b>",,0,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=254,
255,1,9992,PAC,0140-00000016-001,ppe/northfilter.jpg,8.50,0,"2012-07-30 11:06:00","2022-03-25 18:15:25",,0,1,873,1,1,0,0,0,0,0,1,1,0,0,0,8.5000,1,0,0,0,0,0,"Filter P100 for North 5500/7700 APR","Filter for service issued North 5500 mask. <b>IEMS Restricted List - </b><i>Requires Incident Number or statement form for replacement.</i>",,240,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=255,
256,1,9102,BX,0140-00000022-001,/ppe/large.jpg,20.00,0,"2012-07-30 11:06:00","2023-02-17 07:25:51",,0,1,28305,1,1,0,0,0,0,0,1,5,0,0,0,20.0000,1,0,0,0,0,0,"Gloves, NITRILE, NS Exam Large","Nitrile, non-sterile examination gloves. Sold by the box of 250 each.  10 boxes / case. Limit 5 boxes.",,942,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=256,
257,1,9184,BX,0140-00000023-001,/ppe/medium.jpg,20.00,0,"2012-07-30 11:06:00","2023-02-17 07:27:46",,0,1,23221,1,1,0,0,0,0,0,1,5,0,0,0,20.0000,1,0,0,0,0,0,"Gloves, NITRILE, NS Exam Medium","Nitrile, non-sterile examination gloves. Sold by the box of 250 each. Limit 5 boxes.",,793,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=257,
258,1,9539,BX,0140-00000024-001,/ppe/small.jpg,20.00,0,"2012-07-30 11:06:00","2023-02-17 07:28:05",,0,1,12692,1,1,0,0,0,0,0,1,5,0,0,0,20.0000,1,0,0,0,0,0,"Gloves, NITRILE, NS Exam Small","Nitrile, non-sterile examination gloves. Sold by the box of 250 each. Limit 5 boxes.",,551,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=258,
259,1,9526,BX,0140-00000025-001,/ppe/extralarge.jpg,10.00,0,"2012-07-30 11:06:00","2023-02-17 07:22:42",,0,1,22289,1,1,0,0,0,0,0,1,5,0,0,0,10.0000,1,0,0,0,0,0,"Gloves, NITRILE, NS Exam X-Large","Nitrile, non-sterile examination gloves. Sold by the box of 100 each.  Limit 5 boxes.",,508,,,,,,PPE,http://iemssupply.net/iems/index.php?main_page=product_info&products_id=259,
